0.000000000000000e+00 0.000000000000000e+00 -4.952551245186040e-01
1.600000000000000e-01 1.024627785850891e-02 -4.870301938838208e-01
3.200000000000000e-01 1.997912487232847e-02 -4.627740257442866e-01
4.800000000000000e-01 2.873829037003172e-02 -4.236981560813528e-01
6.400000000000000e-01 3.616006098091282e-02 -3.716823009359959e-01
8.000000000000000e-01 4.200316419105192e-02 -3.090921976341478e-01
9.600000000000000e-01 4.615346369830416e-02 -2.385725627619182e-01
1.120000000000000e+00 4.860835203408832e-02 -1.628500774781718e-01
1.280000000000000e+00 4.944611133998716e-02 -8.457606019977654e-02
1.440000000000000e+00 4.878857760790591e-02 -6.226967732090071e-03
1.600000000000000e+00 4.676650845662208e-02 6.993413214010794e-02
1.760000000000000e+00 4.349589152009593e-02 1.418468789203023e-01
1.920000000000000e+00 3.907033474325359e-02 2.076167885515239e-01
2.080000000000000e+00 3.357039928837460e-02 2.654803901206978e-01
2.240000000000000e+00 2.708629505673492e-02 3.137981268448676e-01
2.400000000000000e+00 1.974681840688371e-02 3.510917478142319e-01
2.560000000000000e+00 1.174561821569588e-02 3.761293340605756e-01
2.720000000000000e+00 3.356263874019490e-03 3.880463267177977e-01
2.880000000000000e+00 -5.069924050584190e-03 3.864785742718110e-01
3.040000000000000e+00 -1.312531055762894e-02 3.716765516722185e-01
3.200000000000000e+00 -2.038408813049889e-02 3.445703068093259e-01
3.360000000000000e+00 -2.645046638290000e-02 3.067624342182924e-01
3.520000000000000e+00 -3.100762202578053e-02 2.604398060283699e-01
3.680000000000000e+00 -3.385758584189896e-02 2.082109010374790e-01
3.840000000000000e+00 -3.494394308480980e-02 1.528907081938234e-01
4.000000000000000e+00 -3.435277952176849e-02 9.726588524422802e-02
4.160000000000000e+00 -3.229190464750774e-02 4.387667808081411e-02
4.320000000000000e+00 -2.905297034551029e-02 -5.151819263658600e-03
4.480000000000000e+00 -2.496462444232607e-02 -4.820724935072611e-02
4.640000000000000e+00 -2.034649002516417e-02 -8.420973218613823e-02
4.800000000000000e+00 -1.547317531024790e-02 -1.125630915684824e-01
4.960000000000000e+00 -1.055484924807937e-02 -1.330601573844461e-01
5.120000000000000e+00 -5.736803869615746e-03 -1.457722596192131e-01
5.280000000000000e+00 -1.115839199143716e-03 -1.509532030301827e-01
5.440000000000000e+00 3.232669936538674e-03 -1.489809507260160e-01
5.600000000000000e+00 7.225601142805835e-03 -1.403477684530707e-01
5.760000000000000e+00 1.074970885766057e-02 -1.256947739714423e-01
5.920000000000000e+00 1.365309960897636e-02 -1.058733188822066e-01
6.080000000000000e+00 1.575403126989246e-02 -8.200670637108434e-02
6.240000000000000e+00 1.686605234807251e-02 -5.552362177302256e-02
6.400000000000000e+00 1.683422635324628e-02 -2.813990790914599e-02
6.560000000000000e+00 1.557412234135885e-02 -1.776777549879066e-03
6.720000000000000e+00 1.310413487799737e-02 2.158144230169098e-02
6.880000000000000e+00 9.562807930576848e-03 4.007192257689136e-02
7.040000000000000e+00 5.205937345146440e-03 5.215072109346254e-02
7.200000000000000e+00 3.826074799236825e-04 5.676821282917075e-02
7.360000000000000e+00 -4.506031590277488e-03 5.349029366103480e-02
7.520000000000000e+00 -9.057596501012514e-03 4.254272821307880e-02
7.680000000000000e+00 -1.291911892370678e-02 2.477070588545661e-02
7.840000000000000e+00 -1.582776950650669e-02 1.522127507100358e-03
8.000000000000000e+00 -1.763415536375506e-02 -2.552233156657667e-02
