0.000000000000000e+00 0.000000000000000e+00 5.047448754813958e-01
1.600000000000000e-01 9.407902953025672e-03 4.935456889995299e-01
3.200000000000000e-01 1.827488798538286e-02 4.606566870914057e-01
4.800000000000000e-01 2.610179349728348e-02 4.079888191454894e-01
6.400000000000000e-01 3.252006811641876e-02 3.386278407426651e-01
8.000000000000000e-01 3.725751452997804e-02 2.563019148425056e-01
9.600000000000000e-01 4.019219090772306e-02 1.652210881615293e-01
1.120000000000000e+00 4.131032520753956e-02 6.967827644701087e-02
1.280000000000000e+00 4.068566157338011e-02 -2.616505385046590e-02
1.440000000000000e+00 3.844798770389692e-02 -1.184352319393567e-01
1.600000000000000e+00 3.475703085319033e-02 -2.036187379101878e-01
1.760000000000000e+00 2.978854714249316e-02 -2.785771227100812e-01
1.920000000000000e+00 2.373253890313511e-02 -3.405575845458498e-01
2.080000000000000e+00 1.680215411234348e-02 -3.872255449239568e-01
2.240000000000000e+00 9.246749183950739e-03 -4.167492313794121e-01
2.400000000000000e+00 1.362177681782577e-03 -4.279324506518085e-01
2.560000000000000e+00 -6.508294210027479e-03 -4.203731504768440e-01
2.720000000000000e+00 -1.398621848673582e-02 -3.946065829697613e-01
2.880000000000000e+00 -2.068335759343657e-02 -3.521869520296180e-01
3.040000000000000e+00 -2.623643387287694e-02 -2.956691191282417e-01
3.200000000000000e+00 -3.034472654333513e-02 -2.284711115919665e-01
3.360000000000000e+00 -3.280312659428956e-02 -1.546234338860863e-01
3.520000000000000e+00 -3.352432802454396e-02 -7.843595184431137e-02
3.680000000000000e+00 -3.254635589552810e-02 -4.131107630779840e-03
3.840000000000000e+00 -3.002474523686856e-02 6.450080867667957e-02
4.000000000000000e+00 -2.621151354022640e-02 1.243739514190528e-01
4.160000000000000e+00 -2.142502433909820e-02 1.732723196647017e-01
4.320000000000000e+00 -1.601573146029598e-02 2.098961933495803e-01
4.480000000000000e+00 -1.033274764234327e-02 2.338009802679351e-01
4.640000000000000e+00 -4.695447657068030e-03 2.452589588009332e-01
4.800000000000000e+00 6.268817662437587e-04 2.450849903994369e-01
4.960000000000000e+00 5.425835216349852e-03 2.344673359882631e-01
5.120000000000000e+00 9.555264490063130e-03 2.148348923741710e-01
5.280000000000000e+00 1.292494616416929e-02 1.877756154898197e-01
5.440000000000000e+00 1.548944310910195e-02 1.550024165000555e-01
5.600000000000000e+00 1.723560185734241e-02 1.183475165232578e-01
5.760000000000000e+00 1.817188148764344e-02 7.975810553778925e-02
5.920000000000000e+00 1.832176703740307e-02 4.126693659084023e-02
6.080000000000000e+00 1.772216793033543e-02 4.920386192363624e-03
6.240000000000000e+00 1.642630681080887e-02 -2.733942275230880e-02
6.400000000000000e+00 1.450947364710315e-02 -5.382666743793788e-02
6.560000000000000e+00 1.207531394494390e-02 -7.327396305216202e-02
6.720000000000000e+00 9.260059081119208e-03 -8.497396813821020e-02
6.880000000000000e+00 6.232254433582387e-03 -8.887037474242765e-02
7.040000000000000e+00 3.186090649268540e-03 -8.557552356888781e-02
7.200000000000000e+00 3.410923544194013e-04 -7.617956094430373e-02
7.360000000000000e+00 -2.238120428376427e-03 -6.319785097321265e-02
7.520000000000000e+00 -3.848308248649611e-03 -4.626142569099446e-02
7.680000000000000e+00 -5.653616190522530e-03 -3.024691389147352e-02
7.840000000000000e+00 -5.718326765430335e-03 -1.583448619268536e-02
8.000000000000000e+00 -6.620250002460555e-03 6.202274019086462e-04
